"","years","age","counties","cases","sexInd"
"25535",1997,"50-54","Skåne",22.58,"Women"
"25536",1997,"55-59","Skåne",16.19,"Women"
"25537",1997,"60-64","Skåne",26.13,"Women"
"25538",1997,"65-69","Skåne",55,"Women"
"25539",1997,"70-74","Skåne",58.51,"Women"
"25540",1997,"75-59","Skåne",135.39,"Women"
"25541",1997,"80-84","Skåne",195.2,"Women"
"25542",1997,"85+","Skåne",318.79,"Women"
"25543",1997,"0-4","Halland",0,"Women"
"25544",1997,"5-9","Halland",0,"Women"
"25545",1997,"10-14","Halland",0,"Women"
"25546",1997,"15-19","Halland",0,"Women"
"25547",1997,"20-24","Halland",0,"Women"
"25548",1997,"25-29","Halland",0,"Women"
"25549",1997,"30-34","Halland",0,"Women"
"25550",1997,"35-39","Halland",11.28,"Women"
"25551",1997,"40-44","Halland",11.25,"Women"
"25552",1997,"45-49","Halland",0,"Women"
"25553",1997,"50-54","Halland",0,"Women"
"25554",1997,"55-59","Halland",41.7,"Women"
"25555",1997,"60-64","Halland",15.39,"Women"
"25556",1997,"65-69","Halland",15.82,"Women"
"25557",1997,"70-74","Halland",80.39,"Women"
"25558",1997,"75-59","Halland",105.88,"Women"
"25559",1997,"80-84","Halland",188.17,"Women"
"25560",1997,"85+","Halland",237.34,"Women"
"25561",1997,"0-4","VästraGötaland",0,"Women"
"25562",1997,"5-9","VästraGötaland",0,"Women"
"25563",1997,"10-14","VästraGötaland",0,"Women"
"25564",1997,"15-19","VästraGötaland",0,"Women"
"25565",1997,"20-24","VästraGötaland",0,"Women"
"25566",1997,"25-29","VästraGötaland",0,"Women"
"25567",1997,"30-34","VästraGötaland",0,"Women"
"25568",1997,"35-39","VästraGötaland",0,"Women"
"25569",1997,"40-44","VästraGötaland",6.17,"Women"
"25570",1997,"45-49","VästraGötaland",9.87,"Women"
"25571",1997,"50-54","VästraGötaland",19.64,"Women"
"25572",1997,"55-59","VästraGötaland",23.19,"Women"
"25573",1997,"60-64","VästraGötaland",26.34,"Women"
"25574",1997,"65-69","VästraGötaland",40.86,"Women"
"25575",1997,"70-74","VästraGötaland",100.74,"Women"
"25576",1997,"75-59","VästraGötaland",124.94,"Women"
"25577",1997,"80-84","VästraGötaland",174.89,"Women"
"25578",1997,"85+","VästraGötaland",308.66,"Women"
"25579",1997,"0-4","Värmland",0,"Women"
"25580",1997,"5-9","Värmland",0,"Women"
"25581",1997,"10-14","Värmland",0,"Women"
"25582",1997,"15-19","Värmland",0,"Women"
"25583",1997,"20-24","Värmland",0,"Women"
"25584",1997,"25-29","Värmland",0,"Women"
"25585",1997,"30-34","Värmland",0,"Women"
"25586",1997,"35-39","Värmland",46.92,"Women"
"25587",1997,"40-44","Värmland",0,"Women"
"25588",1997,"45-49","Värmland",0,"Women"
"25589",1997,"50-54","Värmland",0,"Women"
"25590",1997,"55-59","Värmland",38.2,"Women"
"25591",1997,"60-64","Värmland",13.5,"Women"
"25592",1997,"65-69","Värmland",52.81,"Women"
"25593",1997,"70-74","Värmland",92.42,"Women"
"25594",1997,"75-59","Värmland",86.57,"Women"
"25595",1997,"80-84","Värmland",222.15,"Women"
"25596",1997,"85+","Värmland",288.09,"Women"
"25597",1997,"0-4","Örebro",0,"Women"
"25598",1997,"5-9","Örebro",0,"Women"
"25599",1997,"10-14","Örebro",0,"Women"
"25600",1997,"15-19","Örebro",0,"Women"
"25601",1997,"20-24","Örebro",0,"Women"
"25602",1997,"25-29","Örebro",0,"Women"
"25603",1997,"30-34","Örebro",11.06,"Women"
"25604",1997,"35-39","Örebro",0,"Women"
"25605",1997,"40-44","Örebro",0,"Women"
"25606",1997,"45-49","Örebro",0,"Women"
"25607",1997,"50-54","Örebro",29.22,"Women"
"25608",1997,"55-59","Örebro",0,"Women"
"25609",1997,"60-64","Örebro",0,"Women"
"25610",1997,"65-69","Örebro",30.37,"Women"
"25611",1997,"70-74","Örebro",57.77,"Women"
"25612",1997,"75-59","Örebro",86.54,"Women"
"25613",1997,"80-84","Örebro",119.39,"Women"
"25614",1997,"85+","Örebro",156.95,"Women"
"25615",1997,"0-4","Västmanland",0,"Women"
"25616",1997,"5-9","Västmanland",0,"Women"
"25617",1997,"10-14","Västmanland",0,"Women"
"25618",1997,"15-19","Västmanland",0,"Women"
"25619",1997,"20-24","Västmanland",0,"Women"
"25620",1997,"25-29","Västmanland",0,"Women"
"25621",1997,"30-34","Västmanland",0,"Women"
"25622",1997,"35-39","Västmanland",0,"Women"
"25623",1997,"40-44","Västmanland",0,"Women"
"25624",1997,"45-49","Västmanland",0,"Women"
"25625",1997,"50-54","Västmanland",0,"Women"
"25626",1997,"55-59","Västmanland",13.99,"Women"
"25627",1997,"60-64","Västmanland",16.5,"Women"
"25628",1997,"65-69","Västmanland",0,"Women"
"25629",1997,"70-74","Västmanland",16.69,"Women"
"25630",1997,"75-59","Västmanland",0,"Women"
"25631",1997,"80-84","Västmanland",98.72,"Women"
"25632",1997,"85+","Västmanland",268.9,"Women"
"25633",1997,"0-4","Dalarna",0,"Women"
"25634",1997,"5-9","Dalarna",0,"Women"
"25635",1997,"10-14","Dalarna",0,"Women"
"25636",1997,"15-19","Dalarna",0,"Women"
"25637",1997,"20-24","Dalarna",0,"Women"
"25638",1997,"25-29","Dalarna",0,"Women"
"25639",1997,"30-34","Dalarna",0,"Women"
"25640",1997,"35-39","Dalarna",0,"Women"
"25641",1997,"40-44","Dalarna",0,"Women"
"25642",1997,"45-49","Dalarna",0,"Women"
"25643",1997,"50-54","Dalarna",19.48,"Women"
"25644",1997,"55-59","Dalarna",0,"Women"
"25645",1997,"60-64","Dalarna",14.36,"Women"
"25646",1997,"65-69","Dalarna",13.6,"Women"
"25647",1997,"70-74","Dalarna",94.19,"Women"
"25648",1997,"75-59","Dalarna",54.34,"Women"
"25649",1997,"80-84","Dalarna",37.88,"Women"
"25650",1997,"85+","Dalarna",179.35,"Women"
"25651",1997,"0-4","Gävleborg",0,"Women"
"25652",1997,"5-9","Gävleborg",0,"Women"
"25653",1997,"10-14","Gävleborg",0,"Women"
"25654",1997,"15-19","Gävleborg",0,"Women"
"25655",1997,"20-24","Gävleborg",0,"Women"
"25656",1997,"25-29","Gävleborg",0,"Women"
"25657",1997,"30-34","Gävleborg",0,"Women"
"25658",1997,"35-39","Gävleborg",0,"Women"
"25659",1997,"40-44","Gävleborg",0,"Women"
"25660",1997,"45-49","Gävleborg",0,"Women"
"25661",1997,"50-54","Gävleborg",0,"Women"
"25662",1997,"55-59","Gävleborg",0,"Women"
"25663",1997,"60-64","Gävleborg",0,"Women"
"25664",1997,"65-69","Gävleborg",0,"Women"
"25665",1997,"70-74","Gävleborg",39.68,"Women"
"25666",1997,"75-59","Gävleborg",69.15,"Women"
"25667",1997,"80-84","Gävleborg",38.45,"Women"
"25668",1997,"85+","Gävleborg",176.29,"Women"
"25669",1997,"0-4","Västernorrland",0,"Women"
"25670",1997,"5-9","Västernorrland",0,"Women"
"25671",1997,"10-14","Västernorrland",0,"Women"
"25672",1997,"15-19","Västernorrland",0,"Women"
"25673",1997,"20-24","Västernorrland",0,"Women"
"25674",1997,"25-29","Västernorrland",0,"Women"
"25675",1997,"30-34","Västernorrland",0,"Women"
"25676",1997,"35-39","Västernorrland",0,"Women"
"25677",1997,"40-44","Västernorrland",0,"Women"
"25678",1997,"45-49","Västernorrland",0,"Women"
"25679",1997,"50-54","Västernorrland",10.61,"Women"
"25680",1997,"55-59","Västernorrland",13.47,"Women"
"25681",1997,"60-64","Västernorrland",0,"Women"
"25682",1997,"65-69","Västernorrland",28.61,"Women"
"25683",1997,"70-74","Västernorrland",14.58,"Women"
"25684",1997,"75-59","Västernorrland",31.34,"Women"
"25685",1997,"80-84","Västernorrland",110.6,"Women"
"25686",1997,"85+","Västernorrland",169.59,"Women"
"25687",1997,"0-4","Jämtland",0,"Women"
"25688",1997,"5-9","Jämtland",0,"Women"
"25689",1997,"10-14","Jämtland",0,"Women"
"25690",1997,"15-19","Jämtland",0,"Women"
"25691",1997,"20-24","Jämtland",0,"Women"
"25692",1997,"25-29","Jämtland",0,"Women"
"25693",1997,"30-34","Jämtland",0,"Women"
"25694",1997,"35-39","Jämtland",0,"Women"
"25695",1997,"40-44","Jämtland",0,"Women"
"25696",1997,"45-49","Jämtland",22.07,"Women"
"25697",1997,"50-54","Jämtland",0,"Women"
"25698",1997,"55-59","Jämtland",0,"Women"
"25699",1997,"60-64","Jämtland",31.19,"Women"
"25700",1997,"65-69","Jämtland",0,"Women"
"25701",1997,"70-74","Jämtland",28.18,"Women"
"25702",1997,"75-59","Jämtland",147.78,"Women"
"25703",1997,"80-84","Jämtland",81.47,"Women"
"25704",1997,"85+","Jämtland",382.96,"Women"
"25705",1997,"0-4","Västerbotten",0,"Women"
"25706",1997,"5-9","Västerbotten",0,"Women"
"25707",1997,"10-14","Västerbotten",0,"Women"
"25708",1997,"15-19","Västerbotten",0,"Women"
"25709",1997,"20-24","Västerbotten",0,"Women"
"25710",1997,"25-29","Västerbotten",0,"Women"
"25711",1997,"30-34","Västerbotten",0,"Women"
"25712",1997,"35-39","Västerbotten",0,"Women"
"25713",1997,"40-44","Västerbotten",0,"Women"
"25714",1997,"45-49","Västerbotten",0,"Women"
"25715",1997,"50-54","Västerbotten",0,"Women"
"25716",1997,"55-59","Västerbotten",0,"Women"
"25717",1997,"60-64","Västerbotten",0,"Women"
"25718",1997,"65-69","Västerbotten",15.88,"Women"
"25719",1997,"70-74","Västerbotten",16.15,"Women"
"25720",1997,"75-59","Västerbotten",73.65,"Women"
"25721",1997,"80-84","Västerbotten",0,"Women"
"25722",1997,"85+","Västerbotten",103.2,"Women"
"25723",1997,"0-4","Norrbotten",0,"Women"
"25724",1997,"5-9","Norrbotten",0,"Women"
"25725",1997,"10-14","Norrbotten",0,"Women"
"25726",1997,"15-19","Norrbotten",0,"Women"
"25727",1997,"20-24","Norrbotten",0,"Women"
"25728",1997,"25-29","Norrbotten",0,"Women"
"25729",1997,"30-34","Norrbotten",0,"Women"
"25730",1997,"35-39","Norrbotten",0,"Women"
"25731",1997,"40-44","Norrbotten",0,"Women"
"25732",1997,"45-49","Norrbotten",0,"Women"
"25733",1997,"50-54","Norrbotten",0,"Women"
"25734",1997,"55-59","Norrbotten",0,"Women"
"25735",1997,"60-64","Norrbotten",14.3,"Women"
"25736",1997,"65-69","Norrbotten",29.33,"Women"
"25737",1997,"70-74","Norrbotten",82.42,"Women"
"25738",1997,"75-59","Norrbotten",0,"Women"
"25739",1997,"80-84","Norrbotten",0,"Women"
"25740",1997,"85+","Norrbotten",97.96,"Women"
"25741",1996,"0-4","Sweden",0,"Women"
"25742",1996,"5-9","Sweden",0,"Women"
"25743",1996,"10-14","Sweden",0,"Women"
"25744",1996,"15-19","Sweden",0.81,"Women"
"25745",1996,"20-24","Sweden",0,"Women"
"25746",1996,"25-29","Sweden",0,"Women"
"25747",1996,"30-34","Sweden",0.64,"Women"
"25748",1996,"35-39","Sweden",3.15,"Women"
"25749",1996,"40-44","Sweden",7.26,"Women"
"25750",1996,"45-49","Sweden",6.32,"Women"
"25751",1996,"50-54","Sweden",9.52,"Women"
"25752",1996,"55-59","Sweden",12.1,"Women"
"25753",1996,"60-64","Sweden",22.77,"Women"
"25754",1996,"65-69","Sweden",28.51,"Women"
"25755",1996,"70-74","Sweden",45.52,"Women"
"25756",1996,"75-59","Sweden",88.76,"Women"
"25757",1996,"80-84","Sweden",155.54,"Women"
"25758",1996,"85+","Sweden",215.41,"Women"
"25759",1996,"0-4","Stockholm",0,"Women"
"25760",1996,"5-9","Stockholm",0,"Women"
"25761",1996,"10-14","Stockholm",0,"Women"
"25762",1996,"15-19","Stockholm",0,"Women"
"25763",1996,"20-24","Stockholm",0,"Women"
"25764",1996,"25-29","Stockholm",0,"Women"
"25765",1996,"30-34","Stockholm",0,"Women"
"25766",1996,"35-39","Stockholm",4.8,"Women"
"25767",1996,"40-44","Stockholm",20.52,"Women"
"25768",1996,"45-49","Stockholm",3.12,"Women"
"25769",1996,"50-54","Stockholm",7.9,"Women"
"25770",1996,"55-59","Stockholm",15.95,"Women"
"25771",1996,"60-64","Stockholm",11.01,"Women"
"25772",1996,"65-69","Stockholm",27.68,"Women"
"25773",1996,"70-74","Stockholm",62.93,"Women"
"25774",1996,"75-59","Stockholm",102.65,"Women"
"25775",1996,"80-84","Stockholm",164.75,"Women"
"25776",1996,"85+","Stockholm",141.08,"Women"
"25777",1996,"0-4","Uppsala",0,"Women"
"25778",1996,"5-9","Uppsala",0,"Women"
"25779",1996,"10-14","Uppsala",0,"Women"
"25780",1996,"15-19","Uppsala",0,"Women"
"25781",1996,"20-24","Uppsala",0,"Women"
"25782",1996,"25-29","Uppsala",0,"Women"
"25783",1996,"30-34","Uppsala",0,"Women"
"25784",1996,"35-39","Uppsala",0,"Women"
"25785",1996,"40-44","Uppsala",0,"Women"
"25786",1996,"45-49","Uppsala",8.86,"Women"
"25787",1996,"50-54","Uppsala",0,"Women"
"25788",1996,"55-59","Uppsala",0,"Women"
"25789",1996,"60-64","Uppsala",16.71,"Women"
"25790",1996,"65-69","Uppsala",0,"Women"
"25791",1996,"70-74","Uppsala",16.49,"Women"
"25792",1996,"75-59","Uppsala",37.22,"Women"
"25793",1996,"80-84","Uppsala",99.5,"Women"
"25794",1996,"85+","Uppsala",293.72,"Women"
"25795",1996,"0-4","Södermanland",0,"Women"
"25796",1996,"5-9","Södermanland",0,"Women"
"25797",1996,"10-14","Södermanland",0,"Women"
"25798",1996,"15-19","Södermanland",0,"Women"
"25799",1996,"20-24","Södermanland",0,"Women"
"25800",1996,"25-29","Södermanland",0,"Women"
"25801",1996,"30-34","Södermanland",0,"Women"
"25802",1996,"35-39","Södermanland",0,"Women"
"25803",1996,"40-44","Södermanland",0,"Women"
"25804",1996,"45-49","Södermanland",10.32,"Women"
"25805",1996,"50-54","Södermanland",0,"Women"
"25806",1996,"55-59","Södermanland",0,"Women"
"25807",1996,"60-64","Södermanland",15.91,"Women"
"25808",1996,"65-69","Södermanland",0,"Women"
"25809",1996,"70-74","Södermanland",0,"Women"
"25810",1996,"75-59","Södermanland",17.08,"Women"
"25811",1996,"80-84","Södermanland",116.89,"Women"
"25812",1996,"85+","Södermanland",166.9,"Women"
"25813",1996,"0-4","Östergötland",0,"Women"
"25814",1996,"5-9","Östergötland",0,"Women"
"25815",1996,"10-14","Östergötland",0,"Women"
"25816",1996,"15-19","Östergötland",0,"Women"
"25817",1996,"20-24","Östergötland",0,"Women"
"25818",1996,"25-29","Östergötland",0,"Women"
"25819",1996,"30-34","Östergötland",0,"Women"
"25820",1996,"35-39","Östergötland",0,"Women"
"25821",1996,"40-44","Östergötland",0,"Women"
"25822",1996,"45-49","Östergötland",0,"Women"
"25823",1996,"50-54","Östergötland",7.15,"Women"
"25824",1996,"55-59","Östergötland",9.28,"Women"
"25825",1996,"60-64","Östergötland",10.33,"Women"
"25826",1996,"65-69","Östergötland",10.15,"Women"
"25827",1996,"70-74","Östergötland",19.49,"Women"
"25828",1996,"75-59","Östergötland",97.64,"Women"
"25829",1996,"80-84","Östergötland",116.26,"Women"
"25830",1996,"85+","Östergötland",100.54,"Women"
"25831",1996,"0-4","Jönköping",0,"Women"
"25832",1996,"5-9","Jönköping",0,"Women"
"25833",1996,"10-14","Jönköping",0,"Women"
"25834",1996,"15-19","Jönköping",0,"Women"
"25835",1996,"20-24","Jönköping",0,"Women"
"25836",1996,"25-29","Jönköping",0,"Women"
"25837",1996,"30-34","Jönköping",0,"Women"
"25838",1996,"35-39","Jönköping",0,"Women"
"25839",1996,"40-44","Jönköping",0,"Women"
"25840",1996,"45-49","Jönköping",0,"Women"
"25841",1996,"50-54","Jönköping",37.41,"Women"
"25842",1996,"55-59","Jönköping",35.09,"Women"
"25843",1996,"60-64","Jönköping",51.15,"Women"
"25844",1996,"65-69","Jönköping",0,"Women"
"25845",1996,"70-74","Jönköping",82.79,"Women"
"25846",1996,"75-59","Jönköping",92.38,"Women"
"25847",1996,"80-84","Jönköping",209.31,"Women"
"25848",1996,"85+","Jönköping",411.61,"Women"
"25849",1996,"0-4","Kronoberg",0,"Women"
"25850",1996,"5-9","Kronoberg",0,"Women"
"25851",1996,"10-14","Kronoberg",0,"Women"
"25852",1996,"15-19","Kronoberg",0,"Women"
"25853",1996,"20-24","Kronoberg",0,"Women"
"25854",1996,"25-29","Kronoberg",0,"Women"
"25855",1996,"30-34","Kronoberg",0,"Women"
"25856",1996,"35-39","Kronoberg",0,"Women"
"25857",1996,"40-44","Kronoberg",16.84,"Women"
"25858",1996,"45-49","Kronoberg",0,"Women"
"25859",1996,"50-54","Kronoberg",0,"Women"
"25860",1996,"55-59","Kronoberg",0,"Women"
"25861",1996,"60-64","Kronoberg",23.07,"Women"
"25862",1996,"65-69","Kronoberg",0,"Women"
"25863",1996,"70-74","Kronoberg",23.02,"Women"
"25864",1996,"75-59","Kronoberg",0,"Women"
"25865",1996,"80-84","Kronoberg",68.04,"Women"
"25866",1996,"85+","Kronoberg",105.37,"Women"
"25867",1996,"0-4","Kalmar",0,"Women"
"25868",1996,"5-9","Kalmar",0,"Women"
"25869",1996,"10-14","Kalmar",0,"Women"
"25870",1996,"15-19","Kalmar",0,"Women"
"25871",1996,"20-24","Kalmar",0,"Women"
"25872",1996,"25-29","Kalmar",0,"Women"
"25873",1996,"30-34","Kalmar",0,"Women"
"25874",1996,"35-39","Kalmar",0,"Women"
"25875",1996,"40-44","Kalmar",0,"Women"
"25876",1996,"45-49","Kalmar",23.36,"Women"
"25877",1996,"50-54","Kalmar",0,"Women"
"25878",1996,"55-59","Kalmar",0,"Women"
"25879",1996,"60-64","Kalmar",16.31,"Women"
"25880",1996,"65-69","Kalmar",0,"Women"
"25881",1996,"70-74","Kalmar",30.68,"Women"
"25882",1996,"75-59","Kalmar",85.24,"Women"
"25883",1996,"80-84","Kalmar",112.11,"Women"
"25884",1996,"85+","Kalmar",171.91,"Women"
"25885",1996,"0-4","Gotland",0,"Women"
"25886",1996,"5-9","Gotland",0,"Women"
"25887",1996,"10-14","Gotland",0,"Women"
"25888",1996,"15-19","Gotland",0,"Women"
"25889",1996,"20-24","Gotland",0,"Women"
"25890",1996,"25-29","Gotland",0,"Women"
"25891",1996,"30-34","Gotland",0,"Women"
"25892",1996,"35-39","Gotland",0,"Women"
"25893",1996,"40-44","Gotland",0,"Women"
"25894",1996,"45-49","Gotland",0,"Women"
"25895",1996,"50-54","Gotland",0,"Women"
"25896",1996,"55-59","Gotland",0,"Women"
"25897",1996,"60-64","Gotland",0,"Women"
"25898",1996,"65-69","Gotland",0,"Women"
"25899",1996,"70-74","Gotland",77.22,"Women"
"25900",1996,"75-59","Gotland",78.93,"Women"
"25901",1996,"80-84","Gotland",105.88,"Women"
"25902",1996,"85+","Gotland",0,"Women"
"25903",1996,"0-4","Blekinge",0,"Women"
"25904",1996,"5-9","Blekinge",0,"Women"
"25905",1996,"10-14","Blekinge",0,"Women"
"25906",1996,"15-19","Blekinge",0,"Women"
"25907",1996,"20-24","Blekinge",0,"Women"
"25908",1996,"25-29","Blekinge",0,"Women"
"25909",1996,"30-34","Blekinge",0,"Women"
"25910",1996,"35-39","Blekinge",0,"Women"
"25911",1996,"40-44","Blekinge",0,"Women"
"25912",1996,"45-49","Blekinge",74.16,"Women"
"25913",1996,"50-54","Blekinge",0,"Women"
"25914",1996,"55-59","Blekinge",0,"Women"
"25915",1996,"60-64","Blekinge",0,"Women"
"25916",1996,"65-69","Blekinge",100.45,"Women"
"25917",1996,"70-74","Blekinge",25.71,"Women"
"25918",1996,"75-59","Blekinge",57.18,"Women"
"25919",1996,"80-84","Blekinge",182.28,"Women"
"25920",1996,"85+","Blekinge",407.08,"Women"
"25921",1996,"0-4","Skåne",0,"Women"
"25922",1996,"5-9","Skåne",0,"Women"
"25923",1996,"10-14","Skåne",0,"Women"
"25924",1996,"15-19","Skåne",0,"Women"
"25925",1996,"20-24","Skåne",0,"Women"
"25926",1996,"25-29","Skåne",0,"Women"
"25927",1996,"30-34","Skåne",0,"Women"
"25928",1996,"35-39","Skåne",2.83,"Women"
"25929",1996,"40-44","Skåne",8.33,"Women"
"25930",1996,"45-49","Skåne",7.56,"Women"
"25931",1996,"50-54","Skåne",20.82,"Women"
"25932",1996,"55-59","Skåne",16.77,"Women"
"25933",1996,"60-64","Skåne",22.51,"Women"
"25934",1996,"65-69","Skåne",47.04,"Women"
"25935",1996,"70-74","Skåne",46.64,"Women"
"25936",1996,"75-59","Skåne",133.38,"Women"
"25937",1996,"80-84","Skåne",222.03,"Women"
"25938",1996,"85+","Skåne",299.96,"Women"
"25939",1996,"0-4","Halland",0,"Women"
"25940",1996,"5-9","Halland",0,"Women"
"25941",1996,"10-14","Halland",0,"Women"
"25942",1996,"15-19","Halland",0,"Women"
"25943",1996,"20-24","Halland",0,"Women"
"25944",1996,"25-29","Halland",0,"Women"
"25945",1996,"30-34","Halland",0,"Women"
"25946",1996,"35-39","Halland",0,"Women"
"25947",1996,"40-44","Halland",11.35,"Women"
"25948",1996,"45-49","Halland",0,"Women"
"25949",1996,"50-54","Halland",0,"Women"
"25950",1996,"55-59","Halland",42.89,"Women"
"25951",1996,"60-64","Halland",0,"Women"
"25952",1996,"65-69","Halland",31.6,"Women"
"25953",1996,"70-74","Halland",47.36,"Women"
"25954",1996,"75-59","Halland",126.85,"Women"
"25955",1996,"80-84","Halland",144.04,"Women"
"25956",1996,"85+","Halland",244.1,"Women"
"25957",1996,"0-4","VästraGötaland",0,"Women"
"25958",1996,"5-9","VästraGötaland",0,"Women"
"25959",1996,"10-14","VästraGötaland",0,"Women"
"25960",1996,"15-19","VästraGötaland",4.95,"Women"
"25961",1996,"20-24","VästraGötaland",0,"Women"
"25962",1996,"25-29","VästraGötaland",0,"Women"
"25963",1996,"30-34","VästraGötaland",3.78,"Women"
"25964",1996,"35-39","VästraGötaland",8.27,"Women"
"25965",1996,"40-44","VästraGötaland",4.13,"Women"
"25966",1996,"45-49","VästraGötaland",9.67,"Women"
"25967",1996,"50-54","VästraGötaland",14.34,"Women"
"25968",1996,"55-59","VästraGötaland",13.27,"Women"
"25969",1996,"60-64","VästraGötaland",49.71,"Women"
"25970",1996,"65-69","VästraGötaland",40.52,"Women"
"25971",1996,"70-74","VästraGötaland",89.38,"Women"
"25972",1996,"75-59","VästraGötaland",117.83,"Women"
"25973",1996,"80-84","VästraGötaland",226.95,"Women"
"25974",1996,"85+","VästraGötaland",295.93,"Women"
"25975",1996,"0-4","Värmland",0,"Women"
"25976",1996,"5-9","Värmland",0,"Women"
"25977",1996,"10-14","Värmland",0,"Women"
"25978",1996,"15-19","Värmland",0,"Women"
"25979",1996,"20-24","Värmland",0,"Women"
"25980",1996,"25-29","Värmland",0,"Women"
"25981",1996,"30-34","Värmland",0,"Women"
"25982",1996,"35-39","Värmland",11.57,"Women"
"25983",1996,"40-44","Värmland",10.94,"Women"
"25984",1996,"45-49","Värmland",20.31,"Women"
"25985",1996,"50-54","Värmland",0,"Women"
"25986",1996,"55-59","Värmland",12.94,"Women"
"25987",1996,"60-64","Värmland",13.4,"Women"
"25988",1996,"65-69","Värmland",52.01,"Women"
"25989",1996,"70-74","Värmland",38.75,"Women"
"25990",1996,"75-59","Värmland",176.04,"Women"
"25991",1996,"80-84","Värmland",181.21,"Women"
"25992",1996,"85+","Värmland",225.91,"Women"
"25993",1996,"0-4","Örebro",0,"Women"
"25994",1996,"5-9","Örebro",0,"Women"
"25995",1996,"10-14","Örebro",0,"Women"
"25996",1996,"15-19","Örebro",0,"Women"
"25997",1996,"20-24","Örebro",0,"Women"
"25998",1996,"25-29","Örebro",0,"Women"
"25999",1996,"30-34","Örebro",0,"Women"
"26000",1996,"35-39","Örebro",0,"Women"
"26001",1996,"40-44","Örebro",0,"Women"
"26002",1996,"45-49","Örebro",0,"Women"
"26003",1996,"50-54","Örebro",10.13,"Women"
"26004",1996,"55-59","Örebro",0,"Women"
"26005",1996,"60-64","Örebro",48.13,"Women"
"26006",1996,"65-69","Örebro",29.76,"Women"
"26007",1996,"70-74","Örebro",0,"Women"
"26008",1996,"75-59","Örebro",88.05,"Women"
"26009",1996,"80-84","Örebro",79.86,"Women"
"26010",1996,"85+","Örebro",69.6,"Women"
"26011",1996,"0-4","Västmanland",0,"Women"
"26012",1996,"5-9","Västmanland",0,"Women"
"26013",1996,"10-14","Västmanland",0,"Women"
"26014",1996,"15-19","Västmanland",0,"Women"
"26015",1996,"20-24","Västmanland",0,"Women"
"26016",1996,"25-29","Västmanland",0,"Women"
"26017",1996,"30-34","Västmanland",0,"Women"
"26018",1996,"35-39","Västmanland",0,"Women"
"26019",1996,"40-44","Västmanland",0,"Women"
"26020",1996,"45-49","Västmanland",0,"Women"
"26021",1996,"50-54","Västmanland",0,"Women"
"26022",1996,"55-59","Västmanland",28.63,"Women"
"26023",1996,"60-64","Västmanland",0,"Women"
"26024",1996,"65-69","Västmanland",0,"Women"
"26025",1996,"70-74","Västmanland",16.36,"Women"
"26026",1996,"75-59","Västmanland",0,"Women"
"26027",1996,"80-84","Västmanland",100.82,"Women"
"26028",1996,"85+","Västmanland",154.89,"Women"
"26029",1996,"0-4","Dalarna",0,"Women"
"26030",1996,"5-9","Dalarna",0,"Women"
"26031",1996,"10-14","Dalarna",0,"Women"
"26032",1996,"15-19","Dalarna",0,"Women"
"26033",1996,"20-24","Dalarna",0,"Women"
"26034",1996,"25-29","Dalarna",0,"Women"
"26035",1996,"30-34","Dalarna",0,"Women"
"26036",1996,"35-39","Dalarna",0,"Women"
"26037",1996,"40-44","Dalarna",0,"Women"
"26038",1996,"45-49","Dalarna",0,"Women"
"26039",1996,"50-54","Dalarna",10.16,"Women"
"26040",1996,"55-59","Dalarna",0,"Women"
"26041",1996,"60-64","Dalarna",0,"Women"
"26042",1996,"65-69","Dalarna",26.72,"Women"
"26043",1996,"70-74","Dalarna",52.07,"Women"
"26044",1996,"75-59","Dalarna",68.69,"Women"
"26045",1996,"80-84","Dalarna",75.88,"Women"
"26046",1996,"85+","Dalarna",139.73,"Women"
"26047",1996,"0-4","Gävleborg",0,"Women"
"26048",1996,"5-9","Gävleborg",0,"Women"
"26049",1996,"10-14","Gävleborg",0,"Women"
"26050",1996,"15-19","Gävleborg",0,"Women"
"26051",1996,"20-24","Gävleborg",0,"Women"
"26052",1996,"25-29","Gävleborg",0,"Women"
"26053",1996,"30-34","Gävleborg",0,"Women"
"26054",1996,"35-39","Gävleborg",0,"Women"
"26055",1996,"40-44","Gävleborg",0,"Women"
"26056",1996,"45-49","Gävleborg",0,"Women"
"26057",1996,"50-54","Gävleborg",9.8,"Women"
"26058",1996,"55-59","Gävleborg",0,"Women"
"26059",1996,"60-64","Gävleborg",0,"Women"
"26060",1996,"65-69","Gävleborg",13.2,"Women"
"26061",1996,"70-74","Gävleborg",0,"Women"
"26062",1996,"75-59","Gävleborg",41.72,"Women"
"26063",1996,"80-84","Gävleborg",19.53,"Women"
"26064",1996,"85+","Gävleborg",112.88,"Women"
"26065",1996,"0-4","Västernorrland",0,"Women"
"26066",1996,"5-9","Västernorrland",0,"Women"
"26067",1996,"10-14","Västernorrland",0,"Women"
"26068",1996,"15-19","Västernorrland",0,"Women"
"26069",1996,"20-24","Västernorrland",0,"Women"
"26070",1996,"25-29","Västernorrland",0,"Women"
"26071",1996,"30-34","Västernorrland",0,"Women"
"26072",1996,"35-39","Västernorrland",0,"Women"
"26073",1996,"40-44","Västernorrland",0,"Women"
"26074",1996,"45-49","Västernorrland",0,"Women"
"26075",1996,"50-54","Västernorrland",0,"Women"
"26076",1996,"55-59","Västernorrland",0,"Women"
"26077",1996,"60-64","Västernorrland",29.36,"Women"
"26078",1996,"65-69","Västernorrland",28.29,"Women"
